seg_id	seg_chrom	seg_start	seg_end	seg_name	seg_strand	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_readcount
chr10:9519879-9519979	chr10	9519879	9519979	L1PA3_dup7410	.	0	32	1	0.0	17	30	2	1	0.9375	17	0	31	5	0.0	18	29	2	5	0.9354838709677419	18	3	60	10	0.047619047619047616	39	59	3	11	0.9516129032258065	39
chr10:18627419-18627519	chr10	18627419	18627519	L1PA3_dup7432	.	2	65	6	0.029850746268656716	16	8	61	4	0.11594202898550725	16	8	75	3	0.0963855421686747	19	11	71	4	0.13414634146341464	19	11	194	6	0.05365853658536585	45	16	186	9	0.07920792079207921	45
chr10:31469211-31469311	chr10	31469211	31469311	L1PA3_dup7470	.	5	118	10	0.04065040650406504	19	117	7	9	0.9435483870967742	19	4	101	6	0.0380952380952381	17	98	4	9	0.9607843137254902	17	2	302	23	0.006578947368421052	49	296	6	25	0.9801324503311258	49
chr10:32558678-32558778	chr10	32558678	32558778	L1PA3_dup7472	.	0	65	12	0.0	16	61	4	12	0.9384615384615385	16	0	104	5	0.0	22	91	12	6	0.883495145631068	22	1	232	21	0.004291845493562232	52	227	5	22	0.978448275862069	52
chr10:35858669-35858769	chr10	35858669	35858769	L1PA3_dup7486	.	18	84	7	0.17647058823529413	26	54	49	6	0.5242718446601942	26	11	78	11	0.12359550561797752	22	37	52	11	0.4157303370786517	22	8	222	17	0.034782608695652174	54	198	31	18	0.8646288209606987	54
chr10:45015096-45015196	chr10	45015096	45015196	L1PA3_dup7528	.	1	34	3	0.02857142857142857	20	31	4	3	0.8857142857142857	20	0	42	3	0.0	23	40	2	3	0.9523809523809523	23	5	70	9	0.06666666666666667	45	65	10	9	0.8666666666666667	45
chr10:55601876-55601976	chr10	55601876	55601976	L1PA3_dup7574	.	0	49	0	0.0	13	0	49	0	0.0	13	1	71	1	0.013888888888888888	19	4	68	1	0.05555555555555555	19	7	152	7	0.0440251572327044	42	6	155	5	0.037267080745341616	42
chr10:55899642-55899742	chr10	55899642	55899742	L1PA3_dup7575	.	2	77	4	0.02531645569620253	17	18	63	2	0.2222222222222222	17	1	91	2	0.010869565217391304	20	2	90	2	0.021739130434782608	20	12	183	14	0.06153846153846154	44	89	106	14	0.4564102564102564	44
chr10:64120284-64120384	chr10	64120284	64120384	L1PA3_dup7605	.	2	33	3	0.05714285714285714	19	29	6	3	0.8285714285714286	19	0	22	4	0.0	13	20	2	4	0.9090909090909091	13	3	78	6	0.037037037037037035	45	77	4	6	0.9506172839506173	45
chr2:42989476-42989576	chr2	42989476	42989576	L1PA3_dup761	.	14	100	10	0.12280701754385964	18	81	32	11	0.7168141592920354	18	8	111	14	0.06722689075630252	20	79	39	15	0.6694915254237288	20	20	301	29	0.06230529595015576	53	294	25	31	0.9216300940438872	53
chr10:67230666-67230766	chr10	67230666	67230766	L1PA3_dup7617	.	0	30	2	0.0	13	7	24	1	0.22580645161290322	13	5	44	5	0.10204081632653061	20	5	44	5	0.10204081632653061	20	11	137	10	0.07432432432432433	60	47	101	10	0.31756756756756754	60
chr10:67387045-67387145	chr10	67387045	67387145	L1PA3_dup7618	.	1	120	3	0.008264462809917356	20	9	113	2	0.07377049180327869	20	0	78	3	0.0	12	18	61	2	0.22784810126582278	12	5	275	11	0.017857142857142856	48	38	245	8	0.13427561837455831	48
chr2:77592832-77592932	chr2	77592832	77592932	L1PA3_dup762	.	1	40	8	0.024390243902439025	27	28	13	8	0.6829268292682927	27	1	29	6	0.03333333333333333	18	17	13	6	0.5666666666666667	18	7	58	7	0.1076923076923077	39	46	18	8	0.71875	39
chr10:74216881-74216981	chr10	74216881	74216981	L1PA3_dup7637	.	1	139	13	0.007142857142857143	31	138	2	13	0.9857142857142858	31	2	84	7	0.023255813953488372	19	83	4	6	0.9540229885057471	19	1	234	14	0.00425531914893617	53	232	2	15	0.9914529914529915	53
chr10:83786987-83787087	chr10	83786987	83787087	L1PA3_dup7660	.	10	52	5	0.16129032258064516	18	37	25	5	0.5967741935483871	18	17	50	9	0.2537313432835821	20	40	26	10	0.6060606060606061	20	2	151	3	0.013071895424836602	40	144	9	3	0.9411764705882353	40
chr10:95147386-95147486	chr10	95147386	95147486	L1PA3_dup7703	.	1	15	1	0.0625	17	15	1	1	0.9375	17	0	24	2	0.0	26	23	1	2	0.9583333333333334	26	0	43	2	0.0	45	42	1	2	0.9767441860465116	45
chr10:105550204-105550304	chr10	105550204	105550304	L1PA3_dup7733	.	0	15	2	0.0	17	14	1	2	0.9333333333333333	17	0	19	1	0.0	20	18	1	1	0.9473684210526315	20	5	43	3	0.10416666666666667	51	41	7	3	0.8541666666666666	51
chr10:120910960-120911060	chr10	120910960	120911060	L1PA3_dup7792	.	1	54	7	0.01818181818181818	21	52	3	7	0.9454545454545454	21	0	38	1	0.0	14	37	1	1	0.9736842105263158	14	0	111	23	0.0	48	110	3	21	0.9734513274336283	48
chr10:126881868-126881968	chr10	126881868	126881968	L1PA3_dup7805	.	0	47	0	0.0	26	14	33	0	0.2978723404255319	26	2	26	0	0.07142857142857142	15	9	19	0	0.32142857142857145	15	2	83	7	0.023529411764705882	49	27	61	4	0.3068181818181818	49
chr11:19135061-19135161	chr11	19135061	19135161	L1PA3_dup7821	.	1	124	6	0.008	19	116	8	7	0.9354838709677419	19	5	107	8	0.044642857142857144	18	106	5	9	0.954954954954955	18	6	246	28	0.023809523809523808	41	239	9	32	0.9637096774193549	41
chr11:4176176-4176276	chr11	4176176	4176276	L1PA3_dup7832	.	13	84	1	0.13402061855670103	17	57	40	1	0.5876288659793815	17	5	90	1	0.05263157894736842	17	19	76	1	0.2	17	13	262	27	0.04727272727272727	53	237	37	28	0.864963503649635	53
chr11:6954781-6954881	chr11	6954781	6954881	L1PA3_dup7840	.	3	97	10	0.03	23	92	8	10	0.92	23	2	64	7	0.030303030303030304	15	64	2	7	0.9696969696969697	15	4	227	30	0.017316017316017316	54	220	9	32	0.9606986899563319	54
chr11:9546263-9546363	chr11	9546263	9546363	L1PA3_dup7851	.	1	89	5	0.011111111111111112	24	84	6	5	0.9333333333333333	24	0	83	8	0.0	24	81	2	8	0.9759036144578314	24	0	208	23	0.0	59	199	8	24	0.961352657004831	59
chr11:14661316-14661416	chr11	14661316	14661416	L1PA3_dup7862	.	2	103	6	0.01904761904761905	16	96	7	8	0.9320388349514563	16	2	101	8	0.019417475728155338	18	100	4	7	0.9615384615384616	18	4	273	27	0.01444043321299639	47	271	5	28	0.9818840579710145	47
chr11:14844352-14844452	chr11	14844352	14844452	L1PA3_dup7864	.	2	73	6	0.02666666666666667	17	66	8	7	0.8918918918918919	17	3	101	3	0.028846153846153848	23	99	4	4	0.9611650485436893	23	3	260	18	0.011406844106463879	60	256	7	18	0.973384030418251	60
chr11:21674969-21675069	chr11	21674969	21675069	L1PA3_dup7889	.	6	68	7	0.08108108108108109	21	56	18	7	0.7567567567567568	21	5	51	10	0.08928571428571429	17	48	8	10	0.8571428571428571	17	5	155	31	0.03125	50	145	8	38	0.9477124183006536	50
chr11:22529112-22529212	chr11	22529112	22529212	L1PA3_dup7892	.	5	65	2	0.07142857142857142	11	14	56	2	0.2	11	3	111	5	0.02631578947368421	18	3	114	2	0.02564102564102564	18	11	368	19	0.029023746701846966	63	86	291	21	0.22811671087533156	63
chr11:22652845-22652945	chr11	22652845	22652945	L1PA3_dup7893	.	15	144	6	0.09433962264150944	24	129	30	6	0.8113207547169812	24	5	86	15	0.054945054945054944	16	75	20	11	0.7894736842105263	16	9	366	32	0.024	60	356	16	35	0.956989247311828	60
chr11:31544011-31544111	chr11	31544011	31544111	L1PA3_dup7951	.	0	109	3	0.0	19	102	6	4	0.9444444444444444	19	6	116	9	0.04918032786885246	22	113	8	10	0.9338842975206612	22	3	246	22	0.012048192771084338	49	240	7	24	0.97165991902834	49
chr11:33630705-33630805	chr11	33630705	33630805	L1PA3_dup7957	.	1	82	5	0.012048192771084338	18	79	4	5	0.9518072289156626	18	1	136	10	0.0072992700729927005	30	131	6	10	0.9562043795620438	30	0	202	16	0.0	44	195	4	19	0.9798994974874372	44
chr11:35702779-35702879	chr11	35702779	35702879	L1PA3_dup7963	.	1	82	5	0.012048192771084338	18	81	2	5	0.9759036144578314	18	1	94	6	0.010526315789473684	22	91	4	6	0.9578947368421052	22	3	291	15	0.01020408163265306	64	289	5	15	0.9829931972789115	64
chr11:42940333-42940433	chr11	42940333	42940433	L1PA3_dup8003	.	3	63	7	0.045454545454545456	25	59	7	7	0.8939393939393939	25	6	50	5	0.10714285714285714	22	50	6	5	0.8928571428571429	22	1	135	7	0.007352941176470588	49	135	1	7	0.9926470588235294	49
chr2:13739184-13739284	chr2	13739184	13739284	L1PA3_dup801	.	0	19	2	0.0	20	17	2	2	0.8947368421052632	20	0	28	1	0.0	15	27	1	1	0.9642857142857143	15	2	41	4	0.046511627906976744	47	38	4	5	0.9047619047619048	47
chr11:56554951-56555051	chr11	56554951	56555051	L1PA3_dup8073	.	0	60	8	0.0	24	59	1	8	0.9833333333333333	24	2	55	0	0.03508771929824561	19	50	7	0	0.8771929824561403	19	8	131	12	0.05755395683453238	53	124	14	13	0.8985507246376812	53
chr11:79552654-79552754	chr11	79552654	79552754	L1PA3_dup8139	.	1	49	9	0.02	12	46	4	9	0.92	12	5	88	4	0.053763440860215055	20	81	12	4	0.8709677419354839	20	17	174	14	0.08900523560209424	45	162	28	15	0.8526315789473684	45
chr11:86830536-86830636	chr11	86830536	86830636	L1PA3_dup8173	.	2	40	3	0.047619047619047616	23	35	7	3	0.8333333333333334	23	2	22	2	0.08333333333333333	13	21	3	2	0.875	13	0	93	6	0.0	53	91	2	6	0.978494623655914	53
chr11:87624099-87624199	chr11	87624099	87624199	L1PA3_dup8176	.	9	73	13	0.10975609756097561	17	68	15	12	0.8192771084337349	17	8	179	13	0.0427807486631016	35	142	43	15	0.7675675675675676	35	14	167	11	0.07734806629834254	34	158	21	13	0.88268156424581	34
chr11:87658616-87658716	chr11	87658616	87658716	L1PA3_dup8180	.	0	52	6	0.0	20	47	5	6	0.9038461538461539	20	1	56	7	0.017543859649122806	22	53	4	7	0.9298245614035088	22	2	110	8	0.017857142857142856	41	110	2	8	0.9821428571428571	41
chr11:89744188-89744288	chr11	89744188	89744288	L1PA3_dup8189	.	5	74	14	0.06329113924050633	16	71	8	14	0.8987341772151899	16	4	88	8	0.043478260869565216	17	87	5	8	0.9456521739130435	17	5	212	17	0.02304147465437788	44	208	6	20	0.9719626168224299	44
chr11:97046178-97046278	chr11	97046178	97046278	L1PA3_dup8212	.	1	76	9	0.012987012987012988	19	67	10	9	0.8701298701298701	19	1	62	10	0.015873015873015872	15	59	5	9	0.921875	15	2	194	33	0.01020408163265306	55	187	8	34	0.958974358974359	55
chr11:108373545-108373645	chr11	108373545	108373645	L1PA3_dup8269	.	1	85	6	0.011627906976744186	19	78	8	6	0.9069767441860465	19	3	125	6	0.0234375	27	124	4	6	0.96875	27	2	209	16	0.009478672985781991	47	206	3	18	0.9856459330143541	47
chr11:121178225-121178325	chr11	121178225	121178325	L1PA3_dup8292	.	1	110	5	0.009009009009009009	30	103	8	5	0.9279279279279279	30	3	89	2	0.03260869565217391	24	89	3	2	0.967391304347826	24	3	188	14	0.015706806282722512	53	180	9	16	0.9523809523809523	53
chr11:127363162-127363262	chr11	127363162	127363262	L1PA3_dup8310	.	8	43	3	0.1568627450980392	14	41	10	3	0.803921568627451	14	13	82	9	0.1368421052631579	27	72	23	9	0.7578947368421053	27	26	131	12	0.16560509554140126	46	115	41	13	0.7371794871794872	46
chr12:80477526-80477626	chr12	80477526	80477626	L1PA3_dup8332	.	6	82	15	0.06818181818181818	18	71	19	13	0.7888888888888889	18	6	127	5	0.045112781954887216	23	124	9	5	0.9323308270676691	23	4	221	12	0.017777777777777778	43	218	7	12	0.9688888888888889	43
chr12:3398133-3398233	chr12	3398133	3398233	L1PA3_dup8337	.	5	87	7	0.05434782608695652	21	65	25	9	0.7222222222222222	21	9	43	6	0.17307692307692307	12	32	20	6	0.6153846153846154	12	7	295	12	0.023178807947019868	67	277	24	13	0.920265780730897	67
chr12:5290858-5290958	chr12	5290858	5290958	L1PA3_dup8342	.	3	59	5	0.04838709677419355	17	51	11	5	0.8225806451612904	17	5	74	7	0.06329113924050633	22	66	12	8	0.8461538461538461	22	11	206	14	0.05069124423963134	61	201	14	16	0.9348837209302325	61
chr12:13397532-13397632	chr12	13397532	13397632	L1PA3_dup8368	.	0	6	0	0.0	1	6	0	0	1.0	1	0	0	0	NaN	0	0	0	0	NaN	0	2	57	1	0.03389830508474576	10	57	2	1	0.9661016949152542	10
chr12:18785212-18785312	chr12	18785212	18785312	L1PA3_dup8384	.	2	96	13	0.02040816326530612	25	94	5	12	0.9494949494949495	25	2	97	1	0.020202020202020204	20	93	6	1	0.9393939393939394	20	1	206	21	0.004830917874396135	50	200	7	21	0.966183574879227	50
chr12:22136531-22136631	chr12	22136531	22136631	L1PA3_dup8396	.	5	68	8	0.0684931506849315	23	49	24	8	0.6712328767123288	23	4	56	5	0.06666666666666667	23	54	6	5	0.9	23	6	146	7	0.039473684210526314	48	142	8	9	0.9466666666666667	48
chr2:21909244-21909344	chr2	21909244	21909344	L1PA3_dup840	.	4	39	7	0.09302325581395349	17	37	5	8	0.8809523809523809	17	1	36	4	0.02702702702702703	15	35	3	3	0.9210526315789473	15	5	178	16	0.0273224043715847	71	177	6	16	0.9672131147540983	71
chr12:25536715-25536815	chr12	25536715	25536815	L1PA3_dup8404	.	6	22	1	0.21428571428571427	10	17	12	0	0.5862068965517241	10	7	56	2	0.1111111111111111	23	54	9	2	0.8571428571428571	23	3	129	6	0.022727272727272728	47	125	6	7	0.9541984732824428	47
chr12:29412372-29412472	chr12	29412372	29412472	L1PA3_dup8420	.	0	60	8	0.0	17	59	1	8	0.9833333333333333	17	0	70	5	0.0	19	61	9	5	0.8714285714285714	19	1	138	9	0.007194244604316547	38	136	4	8	0.9714285714285714	38
chr12:41087371-41087471	chr12	41087371	41087471	L1PA3_dup8501	.	1	104	5	0.009523809523809525	16	95	10	5	0.9047619047619048	16	1	75	2	0.013157894736842105	12	73	3	2	0.9605263157894737	12	5	350	31	0.014084507042253521	60	343	11	32	0.9689265536723164	60
chr12:41979237-41979337	chr12	41979237	41979337	L1PA3_dup8506	.	1	53	2	0.018518518518518517	15	47	6	3	0.8867924528301887	15	0	58	3	0.0	16	58	0	3	1.0	16	1	172	9	0.005780346820809248	46	171	2	9	0.9884393063583815	46
chr12:42049536-42049636	chr12	42049536	42049636	L1PA3_dup8507	.	0	89	8	0.0	20	87	1	9	0.9886363636363636	20	4	77	4	0.04938271604938271	17	70	10	5	0.875	17	3	216	29	0.0136986301369863	51	214	5	29	0.9771689497716894	51
chr12:44687332-44687432	chr12	44687332	44687432	L1PA3_dup8520	.	0	56	2	0.0	20	52	4	2	0.9285714285714286	20	1	28	0	0.034482758620689655	10	28	1	0	0.9655172413793104	10	4	139	14	0.027972027972027972	56	135	6	16	0.9574468085106383	56
chr12:45370847-45370947	chr12	45370847	45370947	L1PA3_dup8522	.	3	83	11	0.03488372093023256	25	79	7	11	0.9186046511627907	25	0	68	8	0.0	19	66	3	7	0.9565217391304348	19	5	191	20	0.025510204081632654	56	188	8	20	0.9591836734693877	56
chr12:46617498-46617598	chr12	46617498	46617598	L1PA3_dup8525	.	0	83	6	0.0	31	75	8	6	0.9036144578313253	31	0	63	6	0.0	24	63	0	6	1.0	24	2	114	15	0.017241379310344827	46	111	5	15	0.9568965517241379	46
chr12:55167516-55167616	chr12	55167516	55167616	L1PA3_dup8546	.	3	41	2	0.06818181818181818	12	37	7	2	0.8409090909090909	12	8	51	6	0.13559322033898305	18	50	9	6	0.847457627118644	18	7	174	8	0.03867403314917127	49	172	9	8	0.9502762430939227	49
chr12:58059597-58059697	chr12	58059597	58059697	L1PA3_dup8562	.	0	0	0	NaN	0	0	0	0	NaN	0	3	52	7	0.05454545454545454	11	43	11	8	0.7962962962962963	11	0	0	0	NaN	0	0	0	0	NaN	0
chr12:59751113-59751213	chr12	59751113	59751213	L1PA3_dup8571	.	1	72	5	0.0136986301369863	16	71	2	5	0.9726027397260274	16	0	75	5	0.0	16	75	0	5	1.0	16	1	254	12	0.00392156862745098	55	250	4	13	0.984251968503937	55
chr12:67849721-67849821	chr12	67849721	67849821	L1PA3_dup8616	.	0	50	2	0.0	18	47	3	2	0.94	18	0	52	3	0.0	19	51	1	3	0.9807692307692307	19	4	113	2	0.03418803418803419	41	106	10	3	0.9137931034482759	41
chr12:72520556-72520656	chr12	72520556	72520656	L1PA3_dup8640	.	1	54	2	0.01818181818181818	19	52	2	3	0.9629629629629629	19	5	48	6	0.09433962264150944	20	44	9	6	0.8301886792452831	20	3	150	12	0.0196078431372549	58	148	4	13	0.9736842105263158	58
chr12:74509441-74509541	chr12	74509441	74509541	L1PA3_dup8651	.	5	36	5	0.12195121951219512	12	20	21	5	0.4878048780487805	12	4	59	1	0.06349206349206349	17	8	56	0	0.125	17	0	125	11	0.0	37	119	6	11	0.952	37
chr12:76319625-76319725	chr12	76319625	76319725	L1PA3_dup8659	.	12	87	6	0.12121212121212122	27	60	39	6	0.6060606060606061	27	10	81	6	0.10989010989010989	25	47	43	7	0.5222222222222223	25	11	133	12	0.0763888888888889	41	116	26	14	0.8169014084507042	41
chr12:77653965-77654065	chr12	77653965	77654065	L1PA3_dup8663	.	2	46	7	0.041666666666666664	19	41	7	7	0.8541666666666666	19	4	52	5	0.07142857142857142	21	51	5	5	0.9107142857142857	21	2	135	23	0.014598540145985401	57	132	6	22	0.9565217391304348	57
chr12:80149976-80150076	chr12	80149976	80150076	L1PA3_dup8679	.	12	103	15	0.10434782608695652	19	89	27	14	0.7672413793103449	19	13	103	12	0.11206896551724138	19	92	24	12	0.7931034482758621	19	12	330	21	0.03508771929824561	55	326	13	24	0.9616519174041298	55
chr12:80461877-80461977	chr12	80461877	80461977	L1PA3_dup8682	.	1	36	6	0.02702702702702703	11	32	4	7	0.8888888888888888	11	1	46	0	0.02127659574468085	12	46	1	0	0.9787234042553191	12	2	215	22	0.009216589861751152	62	206	7	26	0.9671361502347418	62
chr2:33170014-33170114	chr2	33170014	33170114	L1PA3_dup872	.	2	43	2	0.044444444444444446	16	43	2	2	0.9555555555555556	16	2	38	3	0.05	15	36	4	3	0.9	15	3	163	17	0.018072289156626505	64	158	5	20	0.9693251533742331	64
chr12:96729737-96729837	chr12	96729737	96729837	L1PA3_dup8772	.	5	96	6	0.04950495049504951	22	88	13	6	0.8712871287128713	22	3	56	4	0.05084745762711865	13	56	3	4	0.9491525423728814	13	4	191	10	0.020512820512820513	42	185	10	10	0.9487179487179487	42
chr12:97723840-97723940	chr12	97723840	97723940	L1PA3_dup8774	.	0	57	7	0.0	22	53	4	7	0.9298245614035088	22	3	39	0	0.07142857142857142	14	34	8	0	0.8095238095238095	14	0	140	6	0.0	52	137	1	8	0.9927536231884058	52
chr12:105776065-105776165	chr12	105776065	105776165	L1PA3_dup8804	.	3	70	5	0.0410958904109589	28	62	11	5	0.8493150684931506	28	7	53	7	0.11666666666666667	23	51	9	7	0.85	23	4	137	15	0.028368794326241134	54	136	5	15	0.9645390070921985	54
chr12:111835215-111835315	chr12	111835215	111835315	L1PA3_dup8812	.	5	87	11	0.05434782608695652	26	80	10	13	0.8888888888888888	26	5	95	13	0.05	29	91	9	13	0.91	29	8	195	13	0.03940886699507389	57	190	11	15	0.945273631840796	57
chr12:127865856-127865956	chr12	127865856	127865956	L1PA3_dup8843	.	0	48	2	0.0	17	47	1	2	0.9791666666666666	17	4	53	2	0.07017543859649122	20	48	9	2	0.8421052631578947	20	1	129	10	0.007692307692307693	48	95	35	10	0.7307692307692307	48
chr13:72610247-72610347	chr13	72610247	72610347	L1PA3_dup8848	.	5	55	5	0.08333333333333333	17	49	11	5	0.8166666666666667	17	6	45	4	0.11764705882352941	14	33	18	4	0.6470588235294118	14	8	154	25	0.04938271604938271	49	146	15	26	0.906832298136646	49
chr13:77199028-77199128	chr13	77199028	77199128	L1PA3_dup8849	.	0	51	4	0.0	19	47	4	4	0.9215686274509803	19	1	56	3	0.017543859649122806	20	56	1	3	0.9824561403508771	20	2	148	11	0.013333333333333334	55	148	2	11	0.9866666666666667	55
chr13:22574737-22574837	chr13	22574737	22574837	L1PA3_dup8864	.	4	110	10	0.03508771929824561	21	98	17	9	0.8521739130434782	21	2	62	2	0.03125	11	61	3	2	0.953125	11	2	264	31	0.007518796992481203	52	256	10	31	0.9624060150375939	52
chr13:24812568-24812668	chr13	24812568	24812668	L1PA3_dup8870	.	0	36	2	0.0	19	34	2	2	0.9444444444444444	19	2	23	3	0.08	14	22	3	3	0.88	14	7	92	11	0.0707070707070707	57	90	9	11	0.9090909090909091	57
chr13:25637152-25637252	chr13	25637152	25637252	L1PA3_dup8872	.	0	12	1	0.0	13	10	2	1	0.8333333333333334	13	0	34	3	0.0	37	31	2	4	0.9393939393939394	37	0	50	2	0.0	52	50	0	2	1.0	52
chr13:29665290-29665390	chr13	29665290	29665390	L1PA3_dup8875	.	0	14	0	0.0	14	11	3	0	0.7857142857142857	14	0	14	0	0.0	14	12	2	0	0.8571428571428571	14	0	39	1	0.0	40	38	1	1	0.9743589743589743	40
chr13:30259359-30259459	chr13	30259359	30259459	L1PA3_dup8877	.	1	44	3	0.022222222222222223	16	37	8	3	0.8222222222222222	16	2	54	10	0.03571428571428571	23	50	5	11	0.9090909090909091	23	10	130	12	0.07142857142857142	53	127	10	15	0.927007299270073	53
chr13:33984675-33984775	chr13	33984675	33984775	L1PA3_dup8882	.	3	42	6	0.06666666666666667	17	38	7	6	0.8444444444444444	17	0	46	4	0.0	17	46	0	4	1.0	17	0	110	8	0.0	43	109	1	8	0.990909090909091	43
chr13:37250341-37250441	chr13	37250341	37250441	L1PA3_dup8891	.	1	104	10	0.009523809523809525	18	103	2	10	0.9809523809523809	18	7	140	15	0.047619047619047616	25	135	13	14	0.9121621621621622	25	2	219	19	0.00904977375565611	39	213	8	19	0.9638009049773756	39
chr13:37828199-37828299	chr13	37828199	37828299	L1PA3_dup8896	.	2	124	9	0.015873015873015872	29	122	5	8	0.9606299212598425	29	1	62	7	0.015873015873015872	18	57	6	7	0.9047619047619048	18	2	139	19	0.014184397163120567	39	139	2	19	0.9858156028368794	39
chr13:40870498-40870598	chr13	40870498	40870598	L1PA3_dup8903	.	1	78	4	0.012658227848101266	22	66	13	4	0.8354430379746836	22	1	84	6	0.011764705882352941	23	82	1	8	0.9879518072289156	23	1	205	12	0.0048543689320388345	58	195	10	13	0.9512195121951219	58
chr13:45670113-45670213	chr13	45670113	45670213	L1PA3_dup8920	.	12	118	10	0.09230769230769231	20	116	13	11	0.8992248062015504	20	5	101	7	0.04716981132075472	17	100	6	7	0.9433962264150944	17	12	322	30	0.03592814371257485	55	318	15	31	0.954954954954955	55
chr13:60709753-60709853	chr13	60709753	60709853	L1PA3_dup8973	.	1	90	5	0.01098901098901099	24	86	5	5	0.945054945054945	24	1	72	3	0.0136986301369863	19	67	6	3	0.9178082191780822	19	3	166	9	0.01775147928994083	46	160	6	12	0.963855421686747	46
chr13:74241870-74241970	chr13	74241870	74241970	L1PA3_dup9021	.	7	74	7	0.08641975308641975	19	67	14	7	0.8271604938271605	19	9	81	8	0.1	20	81	10	7	0.8901098901098901	20	3	208	3	0.014218009478672985	43	207	3	4	0.9857142857142858	43
chr2:43548921-43549021	chr2	43548921	43549021	L1PA3_dup907	.	1	86	15	0.011494252873563218	27	83	3	16	0.9651162790697675	27	1	102	8	0.009708737864077669	28	97	4	10	0.9603960396039604	28	3	179	21	0.016483516483516484	53	174	6	23	0.9666666666666667	53
chr13:92752476-92752576	chr13	92752476	92752576	L1PA3_dup9095	.	2	49	1	0.0392156862745098	9	37	14	1	0.7254901960784313	9	1	66	5	0.014925373134328358	12	65	2	5	0.9701492537313433	12	8	237	18	0.0326530612244898	45	234	10	19	0.9590163934426229	45
