,sample,modbase,group
chr2:114018226-114019126:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9635890767230169,L1PA3
chr2:114018226-114019126:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9467005076142132,L1PA3
chr2:115804673-115805573:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9411764705882353,L1PA4
chr2:115804673-115805573:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8824884792626728,L1PA4
chr2:115804673-115805573:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9543568464730291,L1PA4
chr2:115804673-115805573:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9404255319148936,L1PA4
chr2:115804673-115805573:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9542961608775137,L1PA4
chr2:132528882-132529782:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9661016949152542,L1PA4
chr2:132528882-132529782:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9529702970297029,L1PA4
chr2:132528882-132529782:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.946067415730337,L1PA4
chr2:132528882-132529782:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9432989690721649,L1PA4
chr2:132528882-132529782:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9566137566137566,L1PA4
chr2:147766523-147767423:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9180887372013652,L1PA4
chr2:147766523-147767423:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9260969976905312,L1PA4
chr2:147766523-147767423:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9565217391304348,L1PA4
chr2:147766523-147767423:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9612565445026178,L1PA4
chr2:147766523-147767423:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9637462235649547,L1PA4
chr2:208800641-208801541:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.878968253968254,L1PA3
chr2:208800641-208801541:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8436578171091446,L1PA3
chr2:208800641-208801541:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9164882226980728,L1PA3
chr2:208800641-208801541:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9456771231828616,L1PA3
chr2:208800641-208801541:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9623655913978495,L1PA3
chr2:65968314-65969214:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8766816143497758,L1PA4
chr2:65968314-65969214:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9538461538461539,L1PA4
chr2:65968314-65969214:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9148418491484185,L1PA4
chr2:65968314-65969214:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9398194583751254,L1PA4
chr2:65968314-65969214:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9586129753914989,L1PA4
chr2:85963807-85964707:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8848039215686274,L1PA4
chr2:85963807-85964707:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8988439306358381,L1PA4
chr2:85963807-85964707:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.892128279883382,L1PA4
chr2:85963807-85964707:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9233753637245393,L1PA4
chr2:85963807-85964707:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9602836879432625,L1PA4
chr2:95869530-95870430:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9434782608695652,L1PA3
chr2:95869530-95870430:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9322916666666666,L1PA3
chr2:95869530-95870430:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9107981220657277,L1PA3
chr2:95869530-95870430:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.954367666232073,L1PA3
chr2:95869530-95870430:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9598603839441536,L1PA3
chr2:97230879-97231779:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9077901430842608,L1PA3
chr2:97230879-97231779:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8914893617021277,L1PA3
chr2:97230879-97231779:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9311475409836065,L1PA3
chr2:97230879-97231779:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9753731343283583,L1PA3
chr2:97230879-97231779:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9811507936507936,L1PA3
chr20:23902106-23903006:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.7008928571428571,L1PA3
chr20:23902106-23903006:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.7736549165120594,L1PA3
chr20:23902106-23903006:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.7486486486486487,L1PA3
chr20:23902106-23903006:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.7657082002129926,L1PA3
chr20:23902106-23903006:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.8342541436464088,L1PA3
chr20:24921724-24922624:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8070175438596491,L1PA4
chr20:24921724-24922624:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8882521489971347,L1PA4
chr20:24921724-24922624:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.970108695652174,L1PA4
chr20:24921724-24922624:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9515366430260047,L1PA4
chr20:24921724-24922624:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9423791821561338,L1PA4
chr3:176705532-176706432:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8953488372093024,L1PA4
chr3:176705532-176706432:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9276729559748428,L1PA4
chr3:176705532-176706432:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9232876712328767,L1PA4
chr3:176705532-176706432:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.935374149659864,L1PA4
chr3:176705532-176706432:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9547677261613692,L1PA4
chr3:55831627-55832527:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8358974358974359,L1PA4
chr3:55831627-55832527:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.7619893428063943,L1PA4
chr3:55831627-55832527:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8802816901408451,L1PA4
chr3:55831627-55832527:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.7331486611265005,L1PA4
chr3:55831627-55832527:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.84,L1PA4
chr3:57476939-57477839:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8900293255131965,L1PA4
chr3:57476939-57477839:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.902127659574468,L1PA4
chr3:57476939-57477839:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9545454545454546,L1PA4
chr3:57476939-57477839:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9519832985386222,L1PA4
chr3:57476939-57477839:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9594594594594594,L1PA4
chr3:66842802-66843702:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8594771241830066,L1PA3
chr3:66842802-66843702:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.7246653919694073,L1PA3
chr3:66842802-66843702:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9228395061728395,L1PA3
chr3:66842802-66843702:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.8779956427015251,L1PA3
chr3:66842802-66843702:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9008363201911589,L1PA3
chr3:67147644-67148544:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9046875,L1PA3
chr3:67147644-67148544:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8901960784313725,L1PA3
chr3:67147644-67148544:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9381443298969072,L1PA3
chr3:67147644-67148544:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9153094462540716,L1PA3
chr3:67147644-67148544:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9351230425055929,L1PA3
chr3:96941858-96942758:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8575581395348837,L1PA4
chr3:96941858-96942758:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8495575221238938,L1PA4
chr3:96941858-96942758:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9450171821305842,L1PA4
chr3:96941858-96942758:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.8902291917973462,L1PA4
chr3:96941858-96942758:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.928030303030303,L1PA4
chr4:104326728-104327628:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.7531645569620253,L1PA4
chr4:104326728-104327628:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9163346613545816,L1PA4
chr4:104326728-104327628:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9122137404580153,L1PA4
chr4:104326728-104327628:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.8780788177339901,L1PA4
chr4:104326728-104327628:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.943884892086331,L1PA4
chr4:111377904-111378804:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9453681710213777,L1PA4
chr4:111377904-111378804:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9075757575757576,L1PA4
chr4:111377904-111378804:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9880597014925373,L1PA4
chr4:111377904-111378804:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9567949725058916,L1PA4
chr4:111377904-111378804:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9696132596685083,L1PA4
chr4:11557448-11558348:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.8943894389438944,L1PA3
chr4:11557448-11558348:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9087837837837838,L1PA3
chr4:11557448-11558348:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.93,L1PA3
chr4:11557448-11558348:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9552238805970149,L1PA3
chr4:11557448-11558348:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9505813953488372,L1PA3
chr4:143593476-143594376:MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9476190476190476,L1PA4
chr4:143593476-143594376:MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9690949227373068,L1PA4
chr4:143593476-143594376:MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_iPSC_hiPS10_human_basecalls_5mC_5hmC_hg38.sorted_m,0.9495967741935484,L1PA4
chr4:143593476-143594376:MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9691358024691358,L1PA4
chr4:143593476-143594376:MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,MN10_WT_Rep1_ontDNA_org_hiPS10_human_d15_basecalls_5mC_5hmC_hg38.sorted_m,0.9585666293393057,L1PA4
