seg_id	seg_chrom	seg_start	seg_end	seg_name	seg_strand	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS6_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_iPSC_hiPS48_human_basecalls_5mC_5hmC_hg38.sorted_h_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_m_readcount	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_meth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_unmeth_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_no_calls	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_methfrac	MN10_WT_Rep1_ontDNA_org_hiPS6_human_d15_basecalls_5mC_5hmC_hg38.sorted_h_readcount
chr14:41215258-41215358	chr14	41215258	41215358	L1PA2_dup4264	.	60	9	4	0.8695652173913043	25	2	68	3	0.02857142857142857	25	52	1	0	0.9811320754716981	18	0	53	0	0.0	18	146	1	12	0.9931972789115646	56	0	147	12	0.0	56
chr14:43370270-43370370	chr14	43370270	43370370	L1PA2_dup4273	.	109	7	11	0.9396551724137931	22	3	111	13	0.02631578947368421	22	54	6	3	0.9	11	6	54	3	0.1	11	189	5	27	0.9742268041237113	41	2	199	20	0.009950248756218905	41
chr14:43492186-43492286	chr14	43492186	43492286	L1PA2_dup4276	.	75	15	8	0.8333333333333334	27	5	85	8	0.05555555555555555	27	70	7	4	0.9090909090909091	21	6	72	3	0.07692307692307693	21	119	8	14	0.937007874015748	38	3	124	14	0.023622047244094488	38
chr14:45889158-45889258	chr14	45889158	45889258	L1PA2_dup4287	.	53	21	7	0.7162162162162162	22	4	70	7	0.05405405405405406	22	26	15	1	0.6341463414634146	11	2	40	0	0.047619047619047616	11	158	20	13	0.8876404494382022	50	9	170	12	0.05027932960893855	50
chr14:71848896-71848996	chr14	71848896	71848996	L1PA2_dup4321	.	116	21	12	0.8467153284671532	26	10	127	12	0.072992700729927	26	90	20	12	0.8181818181818182	21	19	91	12	0.17272727272727273	21	215	18	19	0.9227467811158798	45	10	225	17	0.0425531914893617	45
chr14:82347550-82347650	chr14	82347550	82347650	L1PA2_dup4329	.	79	11	5	0.8777777777777778	20	9	80	6	0.10112359550561797	20	73	8	8	0.9012345679012346	19	3	78	8	0.037037037037037035	19	214	5	15	0.9771689497716894	52	3	218	13	0.013574660633484163	52
chr15:37405376-37405476	chr15	37405376	37405476	L1PA2_dup4367	.	75	15	4	0.8333333333333334	20	3	87	4	0.03333333333333333	20	82	1	5	0.9879518072289156	18	0	83	5	0.0	18	263	3	13	0.9887218045112782	57	0	265	14	0.0	57
chr2:83088805-83088905	chr2	83088805	83088905	L1PA2_dup439	.	109	11	10	0.9083333333333333	27	3	115	12	0.025423728813559324	27	117	11	15	0.9140625	26	6	125	12	0.04580152671755725	26	191	9	13	0.955	45	6	196	11	0.0297029702970297	45
chr2:83768303-83768403	chr2	83768303	83768403	L1PA2_dup440	.	61	0	3	1.0	11	0	62	2	0.0	11	89	9	12	0.9081632653061225	19	8	90	12	0.08163265306122448	19	211	8	22	0.9634703196347032	43	1	224	16	0.0044444444444444444	43
chr15:58125732-58125832	chr15	58125732	58125832	L1PA2_dup4409	.	75	11	11	0.872093023255814	20	4	82	11	0.046511627906976744	20	62	11	11	0.8493150684931506	15	3	70	11	0.0410958904109589	15	202	2	13	0.9901960784313726	45	1	205	11	0.0048543689320388345	45
chr15:101626451-101626551	chr15	101626451	101626551	L1PA2_dup4459	.	70	9	9	0.8860759493670886	19	5	74	9	0.06329113924050633	19	109	9	11	0.923728813559322	27	6	111	12	0.05128205128205128	27	278	7	25	0.9754385964912281	65	4	287	19	0.013745704467353952	65
chr16:36071923-36072023	chr16	36071923	36072023	L1PA2_dup4503	.	58	6	6	0.90625	14	1	64	5	0.015384615384615385	14	48	6	3	0.8888888888888888	12	0	53	4	0.0	12	158	51	12	0.7559808612440191	46	2	210	9	0.009433962264150943	46
chr16:46455327-46455427	chr16	46455327	46455427	L1PA2_dup4506	.	95	19	10	0.8333333333333334	21	1	114	9	0.008695652173913044	21	82	3	2	0.9647058823529412	15	0	85	2	0.0	15	203	34	22	0.8565400843881856	50	3	238	18	0.012448132780082987	50
chr16:48774503-48774603	chr16	48774503	48774603	L1PA2_dup4509	.	64	4	12	0.9411764705882353	20	1	68	11	0.014492753623188406	20	94	7	8	0.9306930693069307	28	5	98	6	0.04854368932038835	28	202	11	25	0.9483568075117371	63	2	216	20	0.009174311926605505	63
chr16:63388078-63388178	chr16	63388078	63388178	L1PA2_dup4535	.	68	9	4	0.8831168831168831	14	3	74	4	0.03896103896103896	14	121	8	6	0.937984496124031	23	6	123	6	0.046511627906976744	23	214	4	29	0.981651376146789	44	1	220	26	0.004524886877828055	44
chr2:91921174-91921274	chr2	91921174	91921274	L1PA2_dup454	.	48	3	0	0.9411764705882353	13	1	50	0	0.0196078431372549	13	55	7	6	0.8870967741935484	17	0	63	5	0.0	17	118	14	10	0.8939393939393939	38	0	133	9	0.0	38
chr17:12455832-12455932	chr17	12455832	12455932	L1PA2_dup4571	.	43	19	4	0.6935483870967742	11	0	62	4	0.0	11	60	7	9	0.8955223880597015	13	3	65	8	0.04411764705882353	13	122	2	14	0.9838709677419355	24	1	123	14	0.008064516129032258	24
chr17:41206800-41206900	chr17	41206800	41206900	L1PA2_dup4606	.	34	10	4	0.7727272727272727	12	0	44	4	0.0	12	57	11	5	0.8382352941176471	19	2	65	6	0.029850746268656716	19	145	6	7	0.9602649006622517	40	1	150	7	0.006622516556291391	40
chr17:52409765-52409865	chr17	52409765	52409865	L1PA2_dup4611	.	83	10	5	0.8924731182795699	20	3	91	4	0.031914893617021274	20	71	9	8	0.8875	19	3	76	9	0.0379746835443038	19	166	2	10	0.9880952380952381	37	0	170	8	0.0	37
chr18:60035607-60035707	chr18	60035607	60035707	L1PA2_dup4631	.	57	11	6	0.8382352941176471	31	4	65	5	0.057971014492753624	31	24	2	4	0.9230769230769231	16	1	25	4	0.038461538461538464	16	102	5	7	0.9532710280373832	48	3	106	5	0.027522935779816515	48
chr18:12208358-12208458	chr18	12208358	12208458	L1PA2_dup4655	.	28	8	1	0.7777777777777778	6	4	32	1	0.1111111111111111	6	99	14	3	0.8761061946902655	17	10	102	4	0.08928571428571429	17	254	19	26	0.9304029304029304	48	13	262	24	0.04727272727272727	48
chr18:22529637-22529737	chr18	22529637	22529737	L1PA2_dup4663	.	84	20	7	0.8076923076923077	23	7	97	7	0.0673076923076923	23	54	32	3	0.627906976744186	19	22	64	3	0.2558139534883721	19	230	15	16	0.9387755102040817	57	8	236	17	0.03278688524590164	57
chr18:24716741-24716841	chr18	24716741	24716841	L1PA2_dup4667	.	68	5	12	0.9315068493150684	15	3	71	11	0.04054054054054054	15	73	22	7	0.7684210526315789	18	9	86	7	0.09473684210526316	18	254	7	23	0.9731800766283525	48	4	258	22	0.015267175572519083	48
chr18:28422461-28422561	chr18	28422461	28422561	L1PA2_dup4670	.	109	32	10	0.7730496453900709	24	16	124	11	0.11428571428571428	24	121	14	15	0.8962962962962963	24	7	130	13	0.051094890510948905	24	288	13	21	0.9568106312292359	52	6	302	14	0.01948051948051948	52
chr18:31353896-31353996	chr18	31353896	31353996	L1PA2_dup4678	.	62	7	6	0.8985507246376812	13	2	67	6	0.028985507246376812	13	74	17	5	0.8131868131868132	17	6	85	5	0.06593406593406594	17	247	8	25	0.9686274509803922	50	4	253	23	0.01556420233463035	50
chr18:39565593-39565693	chr18	39565593	39565693	L1PA2_dup4688	.	70	15	2	0.8235294117647058	15	3	82	2	0.03529411764705882	15	105	13	8	0.8898305084745762	21	10	109	7	0.08403361344537816	21	277	7	27	0.9753521126760564	55	5	283	23	0.017361111111111112	55
chr18:40193557-40193657	chr18	40193557	40193657	L1PA2_dup4690	.	77	7	11	0.9166666666666666	20	6	78	11	0.07142857142857142	20	67	4	5	0.9436619718309859	16	2	71	3	0.0273972602739726	16	256	6	20	0.9770992366412213	61	4	258	20	0.015267175572519083	61
chr18:47354143-47354243	chr18	47354143	47354243	L1PA2_dup4701	.	75	8	17	0.9036144578313253	17	3	82	15	0.03529411764705882	17	87	24	8	0.7837837837837838	20	5	106	8	0.04504504504504504	20	308	12	32	0.9625	63	7	312	33	0.0219435736677116	63
chr19:23896355-23896455	chr19	23896355	23896455	L1PA2_dup4754	.	10	4	4	0.7142857142857143	18	0	14	4	0.0	18	14	4	4	0.7777777777777778	22	0	18	4	0.0	22	28	10	2	0.7368421052631579	40	1	38	1	0.02564102564102564	40
chr19:55822402-55822502	chr19	55822402	55822502	L1PA2_dup4772	.	100	22	16	0.819672131147541	20	1	121	16	0.00819672131147541	20	57	5	5	0.9193548387096774	10	0	62	5	0.0	10	285	53	45	0.8431952662721893	58	3	339	41	0.008771929824561403	58
chr20:23589309-23589409	chr20	23589309	23589409	L1PA2_dup4779	.	104	50	10	0.6753246753246753	29	25	128	11	0.16339869281045752	29	66	33	1	0.6666666666666666	17	11	87	2	0.11224489795918367	17	190	28	23	0.8715596330275229	43	7	211	23	0.03211009174311927	43
chr20:6321744-6321844	chr20	6321744	6321844	L1PA2_dup4787	.	83	18	9	0.8217821782178217	25	5	95	10	0.05	25	51	24	11	0.68	23	6	71	9	0.07792207792207792	23	176	6	17	0.967032967032967	47	5	177	17	0.027472527472527472	47
chr20:21916781-21916881	chr20	21916781	21916881	L1PA2_dup4802	.	53	4	5	0.9298245614035088	13	2	54	6	0.03571428571428571	13	74	5	9	0.9367088607594937	18	5	74	9	0.06329113924050633	18	133	11	7	0.9236111111111112	32	5	141	5	0.03424657534246575	32
chr20:26233678-26233778	chr20	26233678	26233778	L1PA2_dup4807	.	36	2	2	0.9473684210526315	10	0	37	3	0.0	10	42	2	4	0.9545454545454546	12	1	43	4	0.022727272727272728	12	133	12	5	0.9172413793103448	40	5	141	4	0.03424657534246575	40
chr20:42620867-42620967	chr20	42620867	42620967	L1PA2_dup4838	.	82	15	19	0.845360824742268	20	8	88	20	0.08333333333333333	20	91	20	7	0.8198198198198198	20	9	102	7	0.08108108108108109	20	228	30	16	0.8837209302325582	48	7	250	17	0.027237354085603113	48
chr20:43814462-43814562	chr20	43814462	43814562	L1PA2_dup4839	.	135	23	9	0.8544303797468354	26	10	148	9	0.06329113924050633	26	82	15	12	0.845360824742268	16	9	89	11	0.09183673469387756	16	340	25	31	0.9315068493150684	59	9	357	30	0.02459016393442623	59
chr2:116054867-116054967	chr2	116054867	116054967	L1PA2_dup486	.	38	11	3	0.7755102040816326	18	3	46	3	0.061224489795918366	18	49	7	3	0.875	20	5	51	3	0.08928571428571429	20	83	3	5	0.9651162790697675	31	2	84	5	0.023255813953488372	31
chr21:14927083-14927183	chr21	14927083	14927183	L1PA2_dup4870	.	60	6	7	0.9090909090909091	16	2	64	7	0.030303030303030304	16	62	12	8	0.8378378378378378	17	9	65	8	0.12162162162162163	17	250	15	25	0.9433962264150944	60	15	250	25	0.05660377358490566	60
chr21:17327483-17327583	chr21	17327483	17327583	L1PA2_dup4871	.	28	6	3	0.8235294117647058	19	0	34	3	0.0	19	40	4	0	0.9090909090909091	22	1	43	0	0.022727272727272728	22	88	13	4	0.8712871287128713	54	6	95	4	0.0594059405940594	54
chr2:117156035-117156135	chr2	117156035	117156135	L1PA2_dup490	.	65	10	8	0.8666666666666667	21	10	65	8	0.13333333333333333	21	77	6	16	0.927710843373494	25	6	78	15	0.07142857142857142	25	156	6	20	0.9629629629629629	49	4	160	18	0.024390243902439025	49
chr21:40033162-40033262	chr21	40033162	40033262	L1PA2_dup4905	.	34	15	6	0.6938775510204082	10	11	38	6	0.22448979591836735	10	84	23	9	0.7850467289719626	22	8	98	10	0.07547169811320754	22	239	21	18	0.9192307692307692	48	13	250	15	0.049429657794676805	48
chr22:34683300-34683400	chr22	34683300	34683400	L1PA2_dup4937	.	43	0	0	1.0	20	0	43	0	0.0	20	42	9	5	0.8235294117647058	23	7	44	5	0.13725490196078433	23	88	13	5	0.8712871287128713	44	2	100	4	0.0196078431372549	44
chr2:137399090-137399190	chr2	137399090	137399190	L1PA2_dup539	.	27	4	6	0.8709677419354839	13	3	28	6	0.0967741935483871	13	13	6	4	0.6842105263157895	8	3	16	4	0.15789473684210525	8	97	2	11	0.9797979797979798	39	2	97	11	0.020202020202020204	39
chr2:142613712-142613812	chr2	142613712	142613812	L1PA2_dup547	.	68	6	4	0.918918918918919	13	1	74	3	0.013333333333333334	13	86	12	4	0.8775510204081632	17	8	90	4	0.08163265306122448	17	152	4	11	0.9743589743589743	29	2	156	9	0.012658227848101266	29
chr2:144903503-144903603	chr2	144903503	144903603	L1PA2_dup552	.	114	23	7	0.8321167883211679	21	10	127	7	0.072992700729927	21	83	12	10	0.8736842105263158	16	10	85	10	0.10526315789473684	16	286	7	27	0.9761092150170648	48	5	290	25	0.01694915254237288	48
chr2:147727005-147727105	chr2	147727005	147727105	L1PA2_dup556	.	44	5	7	0.8979591836734694	15	4	45	7	0.08163265306122448	15	53	5	9	0.9137931034482759	15	1	57	9	0.017241379310344827	15	166	2	16	0.9880952380952381	50	2	166	16	0.011904761904761904	50
chr2:167087867-167087967	chr2	167087867	167087967	L1PA2_dup602	.	99	12	4	0.8918918918918919	29	2	110	3	0.017857142857142856	29	79	0	2	1.0	21	0	79	2	0.0	21	195	2	10	0.9898477157360406	53	1	196	10	0.005076142131979695	53
chr2:185591808-185591908	chr2	185591808	185591908	L1PA2_dup630	.	41	6	6	0.8723404255319149	18	2	46	5	0.041666666666666664	18	52	12	6	0.8125	24	3	61	6	0.046875	24	111	4	16	0.9652173913043478	46	3	114	14	0.02564102564102564	46
chr2:195073443-195073543	chr2	195073443	195073543	L1PA2_dup661	.	33	23	4	0.5892857142857143	16	2	54	4	0.03571428571428571	16	31	29	4	0.5166666666666667	17	3	56	5	0.05084745762711865	17	198	5	16	0.9753694581280788	56	3	201	15	0.014705882352941176	56
chr2:209128530-209128630	chr2	209128530	209128630	L1PA2_dup683	.	39	11	2	0.78	18	3	47	2	0.06	18	22	16	10	0.5789473684210527	18	5	33	10	0.13157894736842105	18	127	20	9	0.8639455782312925	53	10	138	8	0.06756756756756757	53
chr1:69888543-69888643	chr1	69888543	69888643	L1PA2_dup71	.	98	2	4	0.98	19	1	100	3	0.009900990099009901	19	77	8	6	0.9058823529411765	17	3	83	5	0.03488372093023256	17	224	2	9	0.9911504424778761	44	0	227	8	0.0	44
chr3:55136330-55136430	chr3	55136330	55136430	L1PA2_dup799	.	57	7	7	0.890625	18	1	63	7	0.015625	18	47	8	4	0.8545454545454545	15	6	49	4	0.10909090909090909	15	197	15	16	0.9292452830188679	59	5	207	16	0.02358490566037736	59
chr3:58816279-58816379	chr3	58816279	58816379	L1PA2_dup803	.	79	5	6	0.9404761904761905	19	1	83	6	0.011904761904761904	19	90	19	13	0.8256880733944955	25	3	107	12	0.02727272727272727	25	286	6	18	0.9794520547945206	64	0	294	16	0.0	64
chr3:75097914-75098014	chr3	75097914	75098014	L1PA2_dup823	.	42	16	6	0.7241379310344828	22	8	50	6	0.13793103448275862	22	33	17	5	0.66	20	8	43	4	0.1568627450980392	20	121	8	11	0.937984496124031	50	5	126	9	0.03816793893129771	50
chr3:94745470-94745570	chr3	94745470	94745570	L1PA2_dup876	.	53	2	3	0.9636363636363636	15	0	55	3	0.0	15	80	7	10	0.9195402298850575	25	2	86	9	0.022727272727272728	25	121	10	16	0.9236641221374046	40	4	127	16	0.030534351145038167	40
chr1:78851374-78851474	chr1	78851374	78851474	L1PA2_dup90	.	88	11	9	0.8888888888888888	19	7	91	10	0.07142857142857142	19	77	8	8	0.9058823529411765	16	1	84	8	0.011764705882352941	16	220	4	14	0.9821428571428571	42	4	223	11	0.01762114537444934	42
chr3:106975445-106975545	chr3	106975445	106975545	L1PA2_dup906	.	75	4	9	0.9493670886075949	15	3	76	9	0.0379746835443038	15	133	10	15	0.9300699300699301	27	6	137	15	0.04195804195804196	27	185	5	17	0.9736842105263158	36	4	188	15	0.020833333333333332	36
chr1:79944319-79944419	chr1	79944319	79944419	L1PA2_dup91	.	56	1	6	0.9824561403508771	16	0	58	5	0.0	16	61	5	5	0.9242424242424242	21	2	64	5	0.030303030303030304	21	173	4	15	0.9774011299435028	49	4	175	13	0.0223463687150838	49
chr3:110440087-110440187	chr3	110440087	110440187	L1PA2_dup913	.	87	9	10	0.90625	18	2	95	9	0.020618556701030927	18	96	6	5	0.9411764705882353	18	3	99	5	0.029411764705882353	18	225	10	18	0.9574468085106383	45	3	232	18	0.01276595744680851	45
chr3:111018717-111018817	chr3	111018717	111018817	L1PA2_dup914	.	98	5	6	0.9514563106796117	16	3	101	5	0.028846153846153848	16	132	5	15	0.9635036496350365	22	1	139	12	0.007142857142857143	22	310	6	28	0.9810126582278481	51	1	318	25	0.003134796238244514	51
chr1:82250045-82250145	chr1	82250045	82250145	L1PA2_dup94	.	60	13	6	0.821917808219178	18	2	71	6	0.0273972602739726	18	47	11	3	0.8103448275862069	14	4	54	3	0.06896551724137931	14	155	6	13	0.9627329192546584	41	3	160	11	0.018404907975460124	41
chr3:145927779-145927879	chr3	145927779	145927879	L1PA2_dup968	.	25	6	7	0.8064516129032258	9	0	31	7	0.0	9	112	4	7	0.9655172413793104	25	3	113	7	0.02586206896551724	25	223	9	17	0.9612068965517241	52	1	231	17	0.004310344827586207	52
chr1:83356365-83356465	chr1	83356365	83356465	L1PA2_dup98	.	106	3	7	0.9724770642201835	22	2	107	7	0.01834862385321101	22	119	5	14	0.9596774193548387	23	3	121	14	0.024193548387096774	23	216	9	21	0.96	47	2	226	18	0.008771929824561403	47
chr3:153241682-153241782	chr3	153241682	153241782	L1PA2_dup980	.	94	18	14	0.8392857142857143	22	6	106	14	0.05357142857142857	22	113	3	10	0.9741379310344828	21	0	116	10	0.0	21	230	11	22	0.9543568464730291	45	3	239	21	0.012396694214876033	45
chr3:155469063-155469163	chr3	155469063	155469163	L1PA2_dup987	.	114	10	12	0.9193548387096774	23	6	116	14	0.04918032786885246	23	101	20	6	0.8347107438016529	22	17	104	6	0.14049586776859505	22	205	5	32	0.9761904761904762	43	3	209	30	0.014150943396226415	43
chr18:36241052-36241152	chr18	36241052	36241152	L1PA3_dup10124	.	96	9	5	0.9142857142857143	22	3	102	5	0.02857142857142857	22	77	14	10	0.8461538461538461	21	13	79	9	0.14130434782608695	21	209	11	25	0.95	50	6	215	24	0.027149321266968326	50
chr2:76653920-76654020	chr2	76653920	76654020	L1PA3_dup1025	.	35	1	2	0.9722222222222222	20	1	35	2	0.027777777777777776	20	57	5	2	0.9193548387096774	32	0	62	2	0.0	32	54	6	6	0.9	37	0	61	5	0.0	37
chr19:29225780-29225880	chr19	29225780	29225880	L1PA3_dup10279	.	78	6	7	0.9285714285714286	19	1	84	6	0.011764705882352941	19	98	2	7	0.98	24	0	99	8	0.0	24	203	23	24	0.8982300884955752	55	6	221	23	0.02643171806167401	55
chr19:43248005-43248105	chr19	43248005	43248105	L1PA3_dup10358	.	33	9	3	0.7857142857142857	23	0	42	3	0.0	23	15	1	2	0.9375	9	0	16	2	0.0	9	68	22	7	0.7555555555555555	52	0	91	6	0.0	52
chr20:4289781-4289881	chr20	4289781	4289881	L1PA3_dup10375	.	102	12	10	0.8947368421052632	24	1	110	13	0.009009009009009009	24	116	7	3	0.943089430894309	21	4	120	2	0.03225806451612903	21	229	4	21	0.9828326180257511	48	3	230	21	0.012875536480686695	48
chr20:25329950-25330050	chr20	25329950	25330050	L1PA3_dup10431	.	48	5	1	0.9056603773584906	18	0	53	1	0.0	18	21	6	2	0.7777777777777778	11	2	25	2	0.07407407407407407	11	148	1	6	0.9932885906040269	52	0	150	5	0.0	52
chr20:45666459-45666559	chr20	45666459	45666559	L1PA3_dup10524	.	66	4	7	0.9428571428571428	27	0	71	6	0.0	27	65	2	4	0.9701492537313433	24	1	66	4	0.014925373134328358	24	130	10	13	0.9285714285714286	52	1	140	12	0.0070921985815602835	52
chr20:55906299-55906399	chr20	55906299	55906399	L1PA3_dup10549	.	68	7	10	0.9066666666666666	22	0	75	10	0.0	22	62	4	2	0.9393939393939394	17	0	66	2	0.0	17	123	20	7	0.8601398601398601	39	1	142	7	0.006993006993006993	39
chr2:83347475-83347575	chr2	83347475	83347575	L1PA3_dup1055	.	33	4	6	0.8918918918918919	11	2	35	6	0.05405405405405406	11	69	6	5	0.92	20	0	75	5	0.0	20	124	7	14	0.9465648854961832	37	1	131	13	0.007575757575757576	37
chr2:114102305-114102405	chr2	114102305	114102405	L1PA3_dup1129	.	30	10	5	0.75	16	0	40	5	0.0	16	66	3	11	0.9565217391304348	27	1	68	11	0.014492753623188406	27	140	4	14	0.9722222222222222	56	0	145	13	0.0	56
chr2:117649185-117649285	chr2	117649185	117649285	L1PA3_dup1153	.	67	11	10	0.8589743589743589	30	3	75	10	0.038461538461538464	30	39	12	4	0.7647058823529411	19	3	48	4	0.058823529411764705	19	119	7	15	0.9444444444444444	49	3	123	15	0.023809523809523808	49
chr2:157403596-157403696	chr2	157403596	157403696	L1PA3_dup1269	.	64	3	5	0.9552238805970149	25	2	65	5	0.029850746268656716	25	36	5	1	0.8780487804878049	14	2	40	0	0.047619047619047616	14	147	2	13	0.9865771812080537	58	2	147	13	0.013422818791946308	58
chr2:178982452-178982552	chr2	178982452	178982552	L1PA3_dup1337	.	75	5	3	0.9375	21	3	77	3	0.0375	21	68	22	6	0.7555555555555555	25	12	78	6	0.13333333333333333	25	179	11	8	0.9421052631578948	52	7	184	7	0.03664921465968586	52
chr2:179067225-179067325	chr2	179067225	179067325	L1PA3_dup1340	.	80	0	6	1.0	22	0	80	6	0.0	22	71	4	5	0.9466666666666667	20	1	75	4	0.013157894736842105	20	147	9	15	0.9423076923076923	45	1	155	15	0.00641025641025641	45
chr2:182212405-182212505	chr2	182212405	182212505	L1PA3_dup1360	.	117	7	12	0.9435483870967742	25	2	122	12	0.016129032258064516	25	87	2	7	0.9775280898876404	16	1	88	7	0.011235955056179775	16	271	8	27	0.9713261648745519	53	5	276	25	0.017793594306049824	53
chr2:183586196-183586296	chr2	183586196	183586296	L1PA3_dup1366	.	54	1	1	0.9818181818181818	9	1	54	1	0.01818181818181818	9	126	18	9	0.875	23	3	141	9	0.020833333333333332	23	217	12	24	0.9475982532751092	39	6	224	23	0.02608695652173913	39
chr2:183849524-183849624	chr2	183849524	183849624	L1PA3_dup1370	.	74	11	3	0.8705882352941177	18	7	75	6	0.08536585365853659	18	79	20	8	0.797979797979798	22	14	85	8	0.1414141414141414	22	262	6	20	0.9776119402985075	60	4	266	18	0.014814814814814815	60
chr2:195379141-195379241	chr2	195379141	195379241	L1PA3_dup1426	.	22	14	3	0.6111111111111112	11	4	32	3	0.1111111111111111	11	89	17	5	0.839622641509434	29	10	96	5	0.09433962264150944	29	190	4	11	0.979381443298969	54	1	195	9	0.00510204081632653	54
chr2:195523003-195523103	chr2	195523003	195523103	L1PA3_dup1427	.	57	2	3	0.9661016949152542	16	1	58	3	0.01694915254237288	16	53	5	5	0.9137931034482759	16	3	56	4	0.05084745762711865	16	127	11	10	0.9202898550724637	39	3	138	7	0.02127659574468085	39
chr1:66480924-66481024	chr1	66480924	66481024	L1PA3_dup150	.	78	22	7	0.78	18	9	92	6	0.0891089108910891	18	62	36	6	0.6326530612244898	18	19	78	7	0.1958762886597938	18	259	11	22	0.9592592592592593	51	5	267	20	0.01838235294117647	51
chr2:240544495-240544595	chr2	240544495	240544595	L1PA3_dup1541	.	47	9	5	0.8392857142857143	22	0	56	5	0.0	22	61	8	2	0.8840579710144928	25	2	67	2	0.028985507246376812	25	96	4	8	0.96	38	3	98	7	0.0297029702970297	38
chr3:22743654-22743754	chr3	22743654	22743754	L1PA3_dup1647	.	44	4	8	0.9166666666666666	15	3	46	7	0.061224489795918366	15	86	12	4	0.8775510204081632	27	4	94	4	0.04081632653061224	27	144	7	18	0.9536423841059603	44	5	152	12	0.03184713375796178	44
chr3:26245112-26245212	chr3	26245112	26245212	L1PA3_dup1657	.	32	6	7	0.8421052631578947	16	3	36	6	0.07692307692307693	16	65	11	6	0.8552631578947368	29	6	69	7	0.08	29	88	20	12	0.8148148148148148	43	14	95	11	0.12844036697247707	43
chr3:26783097-26783197	chr3	26783097	26783197	L1PA3_dup1667	.	25	4	6	0.8620689655172413	13	0	29	6	0.0	13	56	3	2	0.9491525423728814	22	0	59	2	0.0	22	154	3	13	0.9808917197452229	60	2	158	10	0.0125	60
chr1:70601178-70601278	chr1	70601178	70601278	L1PA3_dup168	.	72	8	13	0.9	25	1	79	13	0.0125	25	69	1	10	0.9857142857142858	21	0	70	10	0.0	21	141	6	12	0.9591836734693877	42	0	147	12	0.0	42
